surname,first_name,Name,Recognized_CLIP via Disco,DD_study,Recognized_Stable V1,"SD V1
study",Tags,"Year of Death 
( if living)",User,sgl imgs,cards folder,batch #
Golan,Emek,Emek Golan,Yes,x,Yes,x,"detailed, surrealism, psychedelic",,sureailabs,x,x,11
Goldberger,Sacha,Sacha Goldberger,Yes,x,Yes,x,"photography, portrait, character",,sureailabs,x,x,9
Goldblatt,David,David Goldblatt,Yes,x,Yes,x,"photography, monochromatic, scene, melanin",2018,sureailabs,x,x,12
Goldin,Nan,Nan Goldin,Yes,x,Yes,x,"photography, portrait, scene",,sureailabs,x,x,8
Goldsworthy,Andy,Andy Goldsworthy,Yes,x,Yes,x,"photography, installation, nature",1956,sureailabs,x,x,7
Goltzius,Hendrick,Hendrick Goltzius,Yes,x,Yes,x,"baroque, high contrast, scene",1617,sureailabs,x,x,7
Goncharova,Natalia,Natalia Goncharova,Yes,x,Yes,x,"abstract, cubism, primitivism",1962,sureailabs,x,x,4
Gonsalves,Rob,Rob Gonsalves,Yes,x,Yes,x,"magic realism, surrealism, cloudscape",2017,sureailabs,x,x,2
Gonzalez,Josan,Josan Gonzalez,Yes,x,Yes,x,"sci-fi, clean, detailed,",,KyrickYoung,x,x,2
Gonzalez-Torres,Felix,Felix Gonzalez-Torres,Yes,x,Yes,x,installation,1996,sureailabs,x,x,15
Goodall,Frederick,Frederick Goodall,Yes,x,Yes,x,"romanticism, scene",1904,sureailabs,x,x,12
Goodwin,Albert,Albert Goodwin,Yes,x,Yes,x,"landscape, watercolor, romanticism",1918,sureailabs,x,x,12
Goossens,Ben,Ben Goossens,Yes,x,Yes,x,"surrealism, photography",,sureailabs,x,x,12
Gordiets,Evgeni,Evgeni Gordiets,Yes,x,Yes,x,"surrealism, landscape, scene",,EErratica,x,x,9
Gordin,Misha,Misha Gordin,Yes,x,Yes,x,"surrealism, photography, monochromatic, dark",2020,sureailabs,x,x,12
Gores,Derek,Derek Gores,Yes,x,Yes,x,"collage, colorful, portrait",,proximasan,x,x,12
Gorey,Edward,Edward Gorey,Yes,x,Yes,x,"high contrast, monochromatic, dark, children's illustration",2000,sureailabs,x,x,4
Gorky,Arshile,Arshile Gorky,Yes,x,Yes,x,"abstract, expressionism",1948,sureailabs,x,x,2
Gormley,Antony,Antony Gormley,Yes,x,Yes,x,sculpture,,sureailabs,x,x,15
Gorny,Hein,Hein Gorny,Yes,x,Yes,x,"photography, high contrast, monochromatic",1967,sureailabs,x,x,10
Gottardo,Alessandro,Alessandro Gottardo,Yes,x,Yes,x,"clean, scene, flat colors, high contrast",,sureailabs,x,x,15
Gottlieb,Adolph,Adolph Gottlieb,Yes,x,Yes,x,"abstract, vibrant",1974,sureailabs,x,x,15
Goya,Francisco,Francisco Goya,Yes,x,Yes,x,"romanticism, portrait, scene",1828,proximasan,x,x,1
Graafland,Scarlett Hooft,Scarlett Hooft Graafland,Yes,x,Yes,x,"photography, landscape, high contrast",,EErratica,x,x,9
Graber,Carrie,Carrie Graber,Yes,x,Yes,x,"figurativism, scene, impressionism",,proximasan,x,x,12
Grandville,J. J.,J. J. Grandville,Yes,x,Yes,x,"detailed, scene",1847,sureailabs,x,x,5
Granov,Adi,Adi Granov,Yes,x,Yes,x,"comics, detailed, character",,sureailabs,x,x,15
Grasset,Eugène,Eugène Grasset,Yes,x,Yes,x,"art nouveau, stained glass, scene",1917,sureailabs,x,x,10
Grasso,Laurent,Laurent Grasso,Yes,x,Yes,x,"surrealism, nature, installation",,sureailabs,x,x,8
Graverol,Jane,Jane Graverol,Yes,x,No,x,"surrealism, scene",1984,sureailabs,x,x,2
Graves,Abbott Fuller,Abbott Fuller Graves,Yes,x,Yes,x,"impressionism, scene, still life",1936,sureailabs,x,x,8
Graves,Mab,Mab Graves,Yes,x,Yes,x,"surrealism, scene, portrait",,sureailabs,x,x,5
Gray,Eileen,Eileen Gray,Yes,x,Yes,x,"architecture, angular, bauhaus",1976,sureailabs,x,x,14
Greasley,Laurie,Laurie Greasley,Yes,x,Yes,x,"comics, clean, high contrast",,sureailabs,x,x,6
Greenaway,Kate,Kate Greenaway,Yes,x,Yes,x,"art nouveau, children's illustration",1901,proximasan,x,x,5
Greenfield,Lois,Lois Greenfield,Yes,x,Yes,x,"photography, scene",,sureailabs,x,x,14
Gregoire,Kenne,Kenne Gregoire,Yes,x,Yes,x,"realism, surrealism, scene",,sureailabs,x,x,9
Grelle,Martin,Martin Grelle,Yes,x,Yes,x,"animals, scene, landscape",,proximasan,x,x,12
Grey,Alex,Alex Grey,Yes,x,Yes,x,"detailed, psychedelic, vibrant",,proximasan,x,x,2
Gric,Peter,Peter Gric,Yes,x,Yes,x,"surrealism, dark, detailed",,sureailabs,x,x,2
Griffiths,Carne,Carne Griffiths,Yes,x,Yes,x,"messy, portrait",,EErratica,x,x,3
Grigoriev,Boris,Boris Grigoriev,Yes,x,Yes,x,"expressionism, cubism, fauvism",1939,sureailabs,x,x,8
Grimly,Gris,Gris Grimly,Yes,x,Yes,x,"dark, whimsical, children's illustration",,sureailabs,x,x,15
Grimm,Brothers,Brothers Grimm,Yes,x,Yes,x,"art nouveau, children's illustration",1863,sureailabs,x,x,10
Grimshaw,John Atkinson,John Atkinson Grimshaw,Yes,x,Yes,x,"landscape, streetscape, romanticism, symbolism, impressionism",1893,EErratica,x,x,2
Grimwood,Tracie,Tracie Grimwood,Yes,x,Yes,x,"colorful, scene, whimsical, children's illustration",,proximasan,x,x,12
Grindat,Henriette,Henriette Grindat,Yes,x,No,x,"photography, dark, monochromatic",1986,sureailabs,x,x,2
Gris,Juan,Juan Gris,Yes,x,Yes,x,"cubism, expressionism, angular",1927,sureailabs,x,x,10
Groening,Matt,Matt Groening,Yes,x,Yes,x,"cartoon, vibrant",,sureailabs,x,x,4
Groh,Boris,Boris Groh,Yes,x,,,,,sureailabs,x,x,15
Gropius,Walter,Walter Gropius,Yes,x,Yes,x,"bauhaus,",1969,sureailabs,x,x,13
Gropper,William,William Gropper,Yes,x,Yes,x,"expressionism, scene",1977,sureailabs,x,x,4
Gross,Alex,Alex Gross,Yes,x,,,"portrait, surrealism, realism, whimsical",,sureailabs,x,x,15
Grossmith,Lucy,Lucy Grossmith,Yes,x,,,,,sureailabs,x,x,15
Grosz,George,George Grosz,Yes,x,Yes,x,"expressionism, scene",1959,sureailabs,x,x,4
Grummett,Tom,Tom Grummett,Yes,x,,,,,sureailabs,x,x,14
Grünewald,Matthias,Matthias Grünewald,Yes,x,Yes,x,renaissance,1528,sureailabs,x,x,2
Guanzhong,Wu,Wu Guanzhong,Yes,x,,,,2010,sureailabs,x,x,14
Guardi,Francesco,Francesco Guardi,Yes,x,,,,1793,sureailabs,x,x,14
Guay,Rebecca,Rebecca Guay,Yes,x,Yes,x,"watercolor, digital, fantasy",,EErratica,x,x,1
Guay,Sam,Sam Guay,Yes,x,,,,,sureailabs,x,x,14
Guayasamin,Oswaldo,Oswaldo Guayasamin,Yes,x,,,,1999,sureailabs,x,x,15
Guercino,, Guercino,Yes,x,,,,1666,sureailabs,x,x,15
Guibert,Hervé,Hervé Guibert,Yes,x,Yes,x,"photographer, monochromatic, high contrast, portrait, scene",1991,sureailabs,x,x,10
Guichard-Bunel,Jeannette,Jeannette Guichard-Bunel,Yes,x,Yes,x,"surrealism, figurativism, portrait",,sureailabs,x,x,8
Guidice,Rick,Rick Guidice,Yes,x,No,x,"space, sci-fi",,EErratica,x,x,9
Guillaumin,Armand,Armand Guillaumin,Yes,x,Yes,x,"impressionism, fauvism, landscape",1927,sureailabs,x,x,9
Guillemin,Grégoire,Grégoire Guillemin,Yes,x,,,,,sureailabs,x,x,14
Guillory,Rob,Rob Guillory,Yes,x,,,,,sureailabs,x,x,14
Guillot,Laure Albin,Laure Albin Guillot,Yes,x,,,,1962,sureailabs,x,x,14
Guillou,Alfred,Alfred Guillou,Yes,x,,,,1926,sureailabs,x,x,14
Guimard,Hector,Hector Guimard,Yes,x,,,,1942,sureailabs,x,x,15
Guo-Qiang,Cai,Cai Guo-Qiang,Yes,x,,,,,sureailabs,x,x,15
Gupta,Subodh,Subodh Gupta,Yes,x,Yes,x,"sculpture, installation, photography",,proximasan,x,x,12
Gurney,James,James Gurney,Yes,x,Yes,x,"fantasy, landscape, scene,",,EErratica,x,x,2
Guston,Philip,Philip Guston,Yes,x,Yes,x,"abstract, expressionism",1980,sureailabs,x,x,4
Guthrie,Sir James,Sir James Guthrie,Yes,x,Yes,x,"realism, impressionism, scene",1930,proximasan,x,x,6
Guttuso,Renato,Renato Guttuso,Yes,x,Yes,x,"expressionism, realism",1987,sureailabs,x,x,11
Guyton,Wade,Wade Guyton,Yes,x,,,,,sureailabs,x,x,15
Gwathmey,Charles,Charles Gwathmey,Yes,x,Yes,x,"architecture, high contrast, angular, flat colors,",2009,proximasan,x,x,10
Haacke,Hans,Hans Haacke,Yes,x,Yes,x,"installation, photography, sculpture",,sureailabs,x,x,14
Haas,Ernst,Ernst Haas,Yes,x,Yes,x,"photography, streetscape, messy",1986,sureailabs,x,x,10
Hacker,Arthur,Arthur Hacker,Yes,x,Yes,x,"impressionism, romanticism, scene",1919,proximasan,x,x,10
Hadid,Zaha,Zaha Hadid,Yes,x,Yes,x,"architecture, angular",2016,sureailabs,x,x,5
Haeckel,Ernst,Ernst Haeckel,Yes,x,Yes,x,"biological, detailed, surrealism",1919,sureailabs,x,x,3
Haenraets,Willem,Willem Haenraets,Yes,x,Yes,x,"watercolor, landscape, impressionism",,sureailabs,x,x,14
Hagan,Robert,Robert Hagan,Yes,x,Yes,x,"impressionism, landscape, scene, vibrant",,sureailabs,x,x,10
Hajjaj,Hassan,Hassan Hajjaj,Yes,x,,,,,sureailabs,x,x,14
Hall,Sydney Prior,Sydney Prior Hall,Yes,x,Yes,x,"scene, portrait, realism",1922,sureailabs,x,x,2
Hals,Frans,Frans Hals,Yes,x,Yes,x,baroque,1666,sureailabs,x,x,12
Halsman,Philippe,Philippe Halsman,Yes,x,Yes,x,"photography, monochromatic, high contrast, portrait",1979,sureailabs,x,x,11
Hamaguchi,Mao,Mao Hamaguchi,Yes,x,Yes,x,"portrait, surrealism",,sureailabs,x,x,9
Hambling,Maggi,Maggi Hambling,Yes,x,Yes,x,"portrait, expressionism",,sureailabs,x,x,11
Hamilton,Richard,Richard Hamilton,Yes,x,Yes,x,"collage, scene",2011,sureailabs,x,x,8
Hammershoi,Vilhelm,Vilhelm Hammershoi,Yes,x,Yes,x,"low contrast, scene, impressionism, symbolism",1916,sureailabs,x,x,12
Hammick,Tom,Tom Hammick,Yes,x,Yes,x,"landscape, figurativism, clean, vibrant",,sureailabs,x,x,10
Hammons,David,David Hammons,Yes,x,Yes,x,"installation, abstract, melanin",,sureailabs,x,x,12
Hang,Ren,Ren Hang,Yes,x,Yes,x,"nudity, photography, character, portrait",2017,sureailabs,x,x,12
Hanks,Steve,Steve Hanks,Yes,x,Yes,x,"watercolor, character, scene, realism, impressionism",2015,sureailabs,x,x,12
Hanson,Erin,Erin Hanson,Yes,x,Yes,x,"colorful, vibrant, impressionism, landscape",,EErratica,x,x,10
Hanuka,Asaf,Asaf Hanuka,Yes,x,Yes,x,"cartoon, comics",,sureailabs,x,x,5
Hanuka,Tomer,Tomer Hanuka,Yes,x,Yes,x,"cartoon, comics",,sureailabs,x,x,5
Hardy,Bert,Bert Hardy,Yes,x,Yes,x,"photography, monochromatic, scene",1995,sureailabs,x,x,12
Hardy,David A.,David A. Hardy,Yes,x,Yes,x,"space, landscape, sci-fi",,sureailabs,x,x,7
Hardy,Heywood,Heywood Hardy,Yes,x,Yes,x,"romanticism, animals, scene",1933,sureailabs,x,x,11
Haring,Keith,Keith Haring,Yes,x,Yes,x,"graffiti, street art, expressionism, flat colors, high contrast, vibrant",1990,sureailabs,x,x,2
Harper,Charley,Charley Harper,Yes,x,Yes,x,"vibrant, flat colors, animals",2007,sureailabs,x,x,11
Harris,Henrietta,Henrietta Harris,Yes,x,,,,,sureailabs,x,x,14
Harris,John,John Harris,Yes,x,Yes,x,"dark, sci-fi, space, messy",,KyrickYoung,x,x,1
Harris,Lawren,Lawren Harris,Yes,x,Yes,x,"landscape, clean,",1970,sureailabs,x,x,1
Harrison,Florence,Florence Harrison,Yes,x,Yes,x,"art nouveau, children's illustration, romanticism",1955,sureailabs,x,x,13
Harrison,L. Birge,L. Birge Harrison,Yes,x,Yes,x,"landspape, low contrast, impressionism",1929,sureailabs,x,x,8
Hartley,Marsden,Marsden Hartley,Yes,x,Yes,x,"landscape, portrait, primitivism, expressionism",1943,sureailabs,x,x,4
Hartung,Hans,Hans Hartung,Yes,x,Yes,x,"abstract, dark",1989,sureailabs,x,x,12
Harvey,Harold,Harold Harvey,Yes,x,Yes,x,"watercolor, landscape, impressionism, scene",1941,sureailabs,x,x,12
Hase,Ryohei,Ryohei Hase,Yes,x,Yes,x,"magic realism, surrealism, fantasy, digital",,sureailabs,x,x,5
Haseltine,William Stanley,William Stanley Haseltine,Yes,x,Yes,x,"luminism, landscape",1900,sureailabs,x,x,11
Hashimoto,Jacob,Jacob Hashimoto,Yes,x,Yes,x,"angular, abstract, installation",,proximasan,x,x,7
Hassam,Childe,Childe Hassam,Yes,x,Yes,x,impressionism,1935,sureailabs,x,x,12
Hatke,Ben,Ben Hatke,Yes,x,Yes,x,"cartoon, children's illustration, character",,sureailabs,x,x,12
Hatoum,Mona,Mona Hatoum,Yes,x,Yes,x,"installation, sculpture, photography",,sureailabs,x,x,13
Hattori,Naoto,Naoto Hattori,Yes,x,Yes,x,"surrealism, detailed",,sureailabs,x,x,10
Hawkes,Pam,Pam Hawkes,Yes,x,Yes,x,"figurativism, portrait",,sureailabs,x,x,13
Hawkesworth,Jamie,Jamie Hawkesworth,Yes,x,Yes,x,"photography, portrait, scene",,sureailabs,x,x,8
Hawkins,Louis Weldon,Louis Weldon Hawkins,Yes,x,,,,1910,sureailabs,x,x,15
Hayashida,Q,Q Hayashida,Yes,x,,,,,sureailabs,x,x,16
Hayez,Francesco,Francesco Hayez,Yes,x,,,,1882,sureailabs,x,x,16
Haygarth,Stuart,Stuart Haygarth,Yes,x,Yes,x,"installation, vibrant, angular, colorful",,sureailabs,x,x,10
Hayter,Stanley William,Stanley William Hayter,Yes,x,Yes,x,"abstract, expressionism, surrealism",1988,sureailabs,x,x,13
Heade,Martin Johnson,Martin Johnson Heade,Yes,x,Yes,x,"still life, landscape, seascape",1904,sureailabs,x,x,2
Heathcote,Peregrine,Peregrine Heathcote,Yes,x,Yes,x,"romanticism, realism",,sureailabs,x,x,12
Heatherwick,Thomas,Thomas Heatherwick,Yes,x,Yes,x,"architecture, texture",,sureailabs,x,x,12
Heckel,Erich,Erich Heckel,Yes,x,Yes,x,"expressionism, landscape, portrait",1970,sureailabs,x,x,3
Heda,Willem Claesz.,Willem Claesz. Heda,Yes,x,Yes,x,"still life, baroque",1680,sureailabs,x,x,12
Hedley,Paul,Paul Hedley,Yes,x,Yes,x,"impressionism, figurativism, scene",,sureailabs,x,x,12
Hefferan,Rob,Rob Hefferan,Yes,x,,,,,sureailabs,x,x,16
Hegarty,Valerie,Valerie Hegarty,Yes,x,No,x,"magic realism, installation, surrealism",,sureailabs,x,x,9
Heiden,Jamie,Jamie Heiden,Yes,x,,,,,sureailabs,x,x,16
Heighton,Brent,Brent Heighton,Yes,x,,,,,sureailabs,x,x,14
Heilmann,Mary,Mary Heilmann,Yes,x,Yes,x,"abstract, vibrant, high contrast",,proximasan,x,x,12
Hein,Jeppe,Jeppe Hein,Yes,x,,,,,sureailabs,x,x,14
Heizer,Michael,Michael Heizer,Yes,x,Yes,x,"installation, landscape, angular",,sureailabs,x,x,8
Hejduk,John,John Hejduk,Yes,x,Yes,x,"architecture, cubism",2000,proximasan,x,x,11
Helnwein,Gottfried,Gottfried Helnwein,Yes,x,Yes,x,"photography, portrait, installation",,proximasan,x,x,11
Henderson,Steve,Steve Henderson,Yes,x,Yes,x,"impressionism, realism, character, scene",,sureailabs,x,x,7
Hendricks,Barkley L.,Barkley L. Hendricks,Yes,x,Yes,x,"melanin, realism, portrait",2017,sureailabs,x,x,13
Henle,Fritz,Fritz Henle,Yes,x,Yes,x,"photography, monochromatic",1993,sureailabs,x,x,13
Henri,Robert,Robert Henri,Yes,x,,,,1929,sureailabs,x,x,14
Henry,Paul,Paul Henry,Yes,x,Yes,x,"landscape impressionism, watercolor",1958,sureailabs,x,x,8
Henson,Bill,Bill Henson,Yes,x,Yes,x,"photography, dark, landscape, portrait",,sureailabs,x,x,8
Henson,Mark,Mark Henson,Yes,x,,,,,sureailabs,x,x,16
Hepworth,Barbara,Barbara Hepworth,Yes,x,Yes,x,"abstract, sculpture",1975,proximasan,x,x,12
Herbin,Auguste,Auguste Herbin,Yes,x,,,,1960,sureailabs,x,x,16
Hergé,, Hergé,Yes,x,,,,1983,sureailabs,x,x,16
Heron,Patrick,Patrick Heron,Yes,x,Yes,x,"abstract, expressionism, figurativism",1999,sureailabs,x,x,4
Herrera,Carolina,Carolina Herrera,Yes,x,Yes,x,"photography, character",,sureailabs,x,x,10
Herrero,Lowell,Lowell Herrero,Yes,x,,,,2015,sureailabs,x,x,16
Herriman,George,George Herriman,Yes,x,Yes,x,"cartoon, comics, messy",1944,sureailabs,x,x,9
Hettinger,David,David Hettinger,Yes,x,,,,,sureailabs,x,x,14
Heward,Prudence,Prudence Heward,Yes,x,Yes,x,"portrait, abstract, expressionism",1947,sureailabs,x,x,13
Hewett,Ryan,Ryan Hewett,Yes,x,Yes,x,"vibrant, abstract, cubism, portrait",,sureailabs,x,x,6
Hewlett,Jamie,Jamie Hewlett,Yes,x,Yes,x,"cartoon, character,",,EErratica,x,x,2
Hewton,Randolph Stanley,Randolph Stanley Hewton,Yes,x,Yes,x,"landcape, scene, art nouveau, impressionism",1960,sureailabs,x,x,11
Heysen,Nora,Nora Heysen,Yes,x,Yes,x,"impressionism, portrait, still life",2003,sureailabs,x,x,11
Hicks,George Elgar,George Elgar Hicks,Yes,x,,,,1914,sureailabs,x,x,14
Hicks,Petrina,Petrina Hicks,Yes,x,,,,,sureailabs,x,x,14
Hicks,Sheila,Sheila Hicks,Yes,x,,,,,sureailabs,x,x,14
Hideyoshi,Lorenz,Lorenz Hideyoshi,Yes,x,No,x,"digital, scene, sci-fi",,proximasan,x,x,9
Hido,Todd,Todd Hido,Yes,x,,,,,sureailabs,x,x,16
Hildebrandt,Brothers,Brothers Hildebrandt,Yes,x,Yes,x,"fantasy, vibrant, clean",,sureailabs,x,x,2
Hildebrandt,Greg,Greg Hildebrandt,Yes,x,Yes,x,"fantasy, vibrant, clean",,sureailabs,x,x,2
Hildebrandt,Tim,Tim Hildebrandt,Yes,x,Yes,x,"fantasy, vibrant, clean",2006,sureailabs,x,x,2
Hillenburg,Stephen,Stephen Hillenburg,Yes,x,,,,2018,sureailabs,x,x,14
Hilliard,Nicholas,Nicholas Hilliard,Yes,x,,,,1619,sureailabs,x,x,14
Hillier,Dan,Dan Hillier,Yes,x,Yes,x,"detailed, monochromatic, high contrast, portrait",,sureailabs,x,x,11
Hillier,Steve,Steve Hillier,Yes,x,No,x,"landscape, nature",,sureailabs,x,x,9
Hirano,Miho,Miho Hirano,Yes,x,Yes,x,"portrait, magic realism",,proximasan,x,x,4
Hirémy-Hirschl,Adolf,Adolf Hirémy-Hirschl,Yes,x,Yes,x,"art nouveau, symbolism",1933,sureailabs,x,x,10
Hironaka,Harumi,Harumi Hironaka,Yes,x,Yes,x,"vibrant, portrait, manga, watercolor",,sureailabs,x,x,11
Hiroshige,, Hiroshige,Yes,x,,,,1858,sureailabs,x,x,14
Hirsch,Alex,Alex Hirsch,Yes,x,,,,,sureailabs,x,x,14
Hirshfield,Morris,Morris Hirshfield,Yes,x,,,,1946,sureailabs,x,x,15
Hirst,Damien,Damien Hirst,Yes,x,,,,,sureailabs,x,x,15
Hitch,Bryan,Bryan Hitch,Yes,x,,,,,sureailabs,x,x,15
Ho,Fan,Fan Ho,Yes,x,,,,2016,sureailabs,x,x,15
Hobbie,Jocelyn,Jocelyn Hobbie,Yes,x,,,,,sureailabs,x,x,15
Hoch,Hannah,Hannah Hoch,Yes,x,Yes,x,"collage, surrealism, cubism",1978,sureailabs,x,x,6
Hockney,David,David Hockney,Yes,x,Yes,x,"pools, cubism, vibrant, colorful",,sureailabs,x,x,5
Hocks,Teun,Teun Hocks,Yes,x,,,,2022,sureailabs,x,x,15
Hodas,Filip,Filip Hodas,Yes,x,Yes,x,"digital, 3D, scene",,sureailabs,x,x,7
Hodgkin,Howard,Howard Hodgkin,Yes,x,Yes,x,"abstract, vibrant",2017,sureailabs,x,x,4
Hodler,Ferdinand,Ferdinand Hodler,Yes,x,Yes,x,"symbolism, character, portrait",1918,sureailabs,x,x,7
Hoffman,Martina,Martina Hoffman,Yes,x,,,"abstract, expressionism",,sureailabs,x,x,15
Hofmann,Hans,Hans Hofmann,Yes,x,,,,1966,sureailabs,x,x,15
Hogarth,William,William Hogarth,Yes,x,Yes,x,"baroque, scene",1764,sureailabs,x,x,2
Hoisel,Tiago,Tiago Hoisel,Yes,x,,,,,sureailabs,x,x,16
Hokusai,Katsushika,Katsushika Hokusai,Yes,x,Yes,x,"ukiyo-e, high contrast",1849,proximasan,x,x,2
Holbein the Elder,Hans,Hans Holbein the Elder,Yes,x,,,,1524,sureailabs,x,x,16
Holl,Frank,Frank Holl,Yes,x,Yes,x,"realism, scene, portrait",1888,sureailabs,x,x,10
Holl,Steven,Steven Holl,Yes,x,Yes,x,"watercolor, architecture",,proximasan,x,x,12
Holloway,Zena,Zena Holloway,Yes,x,,,,,sureailabs,x,x,16
Holme III,Peter,Peter Holme III,Yes,x,Yes,x,"photography, landscape,",,sureailabs,x,x,8
Holsoe,Carl,Carl Holsoe,Yes,x,Yes,x,"realism, scene",1935,sureailabs,x,x,6
Holtz,Tim,Tim Holtz,Yes,x,,,,,sureailabs,x,x,16
Homer,Winslow,Winslow Homer,Yes,x,Yes,x,"landscape, realism, seascape, impressionism",1910,EErratica,x,x,1
Hopkins,Thurston,Thurston Hopkins,Yes,x,,,"photography,",2014,sureailabs,x,x,15
Hopper,Edward,Edward Hopper,Yes,x,Yes,x,"realism, impressionism, scene",1967,EErratica,x,x,1
Hopper,Erica,Erica Hopper,Yes,x,,,,,sureailabs,x,x,16
Horkey,Aaron,Aaron Horkey,Yes,x,Yes,x,"fantasy, detailed, comics",,sureailabs,x,x,6
Horley,Alex,Alex Horley,Yes,x,Yes,x,"fantasy, dark, character",,sureailabs,x,x,10
Horn,Roni,Roni Horn,Yes,x,,,,,sureailabs,x,x,16
Horna,Kati,Kati Horna,Yes,x,Yes,x,"photography, monochromatic",2000,sureailabs,x,x,2
Hornel,Edward Atkinson,Edward Atkinson Hornel,Yes,x,Yes,x,"impressionism, scene,",1933,sureailabs,x,x,9
Horsley,Ralph,Ralph Horsley,Yes,x,Yes,x,"sci-fi, fantasy, whimsical",,sureailabs,x,x,6
Horst,Horst P.,Horst P. Horst,Yes,x,,,,1999,sureailabs,x,x,16
Horta,Victor,Victor Horta,Yes,x,,,,1947,sureailabs,x,x,16
Howe,John,John Howe,Yes,x,Yes,x,"fantasy, dark, detailed",,KyrickYoung,x,x,1
Howland,Meghan,Meghan Howland,Yes,x,Yes,x,"portrait, surrealism, figurativism",,proximasan,x,x,12
Howson,Peter,Peter Howson,Yes,x,Yes,x,"gore, nudity, expressionism, figurativism, detailed",,sureailabs,x,x,8
Hoyland,John,John Hoyland,Yes,x,Yes,x,"abstract, vibrant",2011,sureailabs,x,x,4
Huanca,Donna,Donna Huanca,Yes,x,Yes,x,abstract,,proximasan,x,x,12
Hughes,Arthur,Arthur Hughes,Yes,x,Yes,x,"romanticism, scene, portrait",1915,sureailabs,x,x,7
Hughes,Edward Robert,Edward Robert Hughes,Yes,x,Yes,x,"romanticism, scene, character, fantasy",1914,sureailabs,x,x,7
Hugo,Pieter,Pieter Hugo,Yes,x,No,x,"photography, portrait",,sureailabs,x,x,15
Hundertwasser,Friedensreich Regentag Dunkelbunt,Friedensreich Regentag Dunkelbunt Hundertwasser,Yes,x,Yes,x,"vibrant, colorful, messy",2000,sureailabs,x,x,6
Hunt,William Henry,William Henry Hunt,Yes,x,Yes,x,"watercolor, portrait, scene, still life",1864,sureailabs,x,x,6
Hunt,William Holman,William Holman Hunt,Yes,x,Yes,x,"romanticism, scene, portrait",1910,sureailabs,x,x,10
Hurtado,Fabio,Fabio Hurtado,Yes,x,Yes,x,"cubism, scene, portrait",,proximasan,x,x,10
Husain,M.F.,M.F. Husain,Yes,x,,,,2011,sureailabs,x,x,16
HUSH,, HUSH,Yes,x,,,,,sureailabs,x,x,16
Hussar,Michael,Michael Hussar,Yes,x,,,,,sureailabs,x,x,16
Hutchinson,Nicholas Hely,Nicholas Hely Hutchinson,Yes,x,,,,,sureailabs,x,x,16
Hutter,Michael,Michael Hutter,Yes,x,Yes,x,"surrealism, detailed, fantasy, sci-fi",,sureailabs,x,x,9
Hutton,Kurt,Kurt Hutton,Yes,x,,,"photography,",1960,sureailabs,x,x,15
Huynh,Duy,Duy Huynh,Yes,x,Yes,x,"surrealism, magic realism",,proximasan,x,x,12
Hyde,Catherine,Catherine Hyde,Yes,x,Yes,x,"symbolism, magic realism, figurativism",1844,proximasan,x,x,10
Hyde,Doug,Doug Hyde,Yes,x,Yes,x,"whimsical, children's illustration, vibrant",,sureailabs,x,x,16
Icart,Louis,Louis Icart,Yes,x,Yes,x,"art deco, impressionism, low contrast",1950,sureailabs,x,x,8
Ikeda,Ryoji,Ryoji Ikeda,Yes,x,Yes,x,"high contrast, monochromatic, angular",,sureailabs,x,x,11
Immonen,Stuart,Stuart Immonen,Yes,x,Yes,x,"comics, scene, character",,sureailabs,x,x,9
Inceoglu,Ismail,Ismail Inceoglu,Yes,x,Yes,x,"digital, landscape, scene",,sureailabs,x,x,6
Indiana,Robert,Robert Indiana,Yes,x,Yes,x,"graphic design, vibrant, pop art",2018,sureailabs,x,x,12
Ingels,Bjarke,Bjarke Ingels,Yes,x,Yes,x,"architecture, angular",,sureailabs,x,x,6
Ingres,Jean Auguste Dominique,Jean Auguste Dominique Ingres,Yes,x,Yes,x,"romanticism, portrait, scene",1867,proximasan,x,x,9
Inness,George,George Inness,Yes,x,Yes,x,"landscape, dark, impressionism, realism",1894,sureailabs,x,x,2
Inshaw,David,David Inshaw,Yes,x,Yes,x,"landscape, figurativism",,EErratica,x,x,9
Ionut,Caras,Caras Ionut,Yes,x,Yes,x,"magic realism, surrealism, photography",,sureailabs,x,x,11
Irwin,Robert,Robert Irwin,Yes,x,Yes,x,"installation, angular",,sureailabs,x,x,9
Ishinomori,Shotaro,Shotaro Ishinomori,Yes,x,Yes,x,"cartoon, anime, manga, high contrast",1998,sureailabs,x,x,6
Ito,Junji,Junji Ito,Yes,x,Yes,x,"horror, manga, portrait, monochromatic, detailed",,proximasan,x,x,2
Ito,Toyo,Toyo Ito,Yes,x,Yes,x,architecture,,sureailabs,x,x,11
Itten,Johannes,Johannes Itten,Yes,x,Yes,x,"expressionism, colorful, bauhaus, abstract, cubism",1967,sureailabs,x,x,7
Iwerks,Ub,Ub Iwerks,Yes,x,Yes,x,"cartoon, whimsical, high contrast",1971,sureailabs,x,x,6
Izu,Kenro,Kenro Izu,Yes,x,Yes,x,"photography, monochromatic",,sureailabs,x,x,12
Jaar,Alfredo,Alfredo Jaar,Yes,x,Yes,x,"installation, light",,sureailabs,x,x,12
Jacklin,Bill,Bill Jacklin,Yes,x,Yes,x,"abstract, impressionism, figurativism",,sureailabs,x,x,12
Jacrot,Christophe,Christophe Jacrot,Yes,x,Yes,x,"streetscape, cityspape, photography",,sureailabs,x,x,11
